domain,name,country
montreat.edu,Montreat College,United States
moorparkcollege.edu,Moorpark College,United States
morainepark.edu,Moraine Park Technical College,United States
morainevalley.edu,Moraine Valley Community College,United States
moravian.edu,Moravian College,United States
moreheadstate.edu,Morehead State University,United States
morehouse.edu,Morehouse,United States
msm.edu,Morehouse School of Medicine,United States
mvc.edu,Moreno Valley College,United States
morgancc.edu,Morgan Community College,United States
morgan.edu,Morgan State University,United States
morrisbrown.edu,Morris Brown College,United States
morris.edu,Morris College,United States
morton.edu,Morton College,United States
mscc.edu,Motlow State Community College,United States
mcc.edu,Mott Community College,United States
moultrietech.edu,Moultrie Technical College,United States
mtholyoke.edu,Mount Holyoke College,United States
msj.edu,Mount Saint Joseph College,United States
msmc.edu,Mount Saint Mary College,United States
mscfs.edu,Mount Senario College,United States
msmary.edu,Mount St. Mary's University,United States
muc.edu,Mount Union College,United States
mwcc.edu,Mount Wachusett Community College,United States
mecc.edu,Mountain Empire Community College,United States
mctc.edu,Mountwest Community and Technical College,United States
mhcc.edu,Mt. Hood Community College,United States
mtsac.edu,Mt. San Antonio College,United States
msjc.edu,Mt. San Jacinto Community College District,United States
mscok.edu,Murray State College,United States
mursuky.edu,Murray State University,United States
muskegoncc.edu,Muskegon Community College,United States
muskingum.edu,Muskingum College,United States
nhti.edu,NHTI-​Concord's Community College,United States
napavalley.edu,Napa Valley College,United States
nashcc.edu,Nash Community College,United States
nashuacc.edu,Nashua Community College,United States
nscc.edu,Nashville State Community College,United States
ncc.edu,Nassau Community College,United States
ndu.edu,National Defense University,United States
np.edu,National Park College,United States
npcc.edu,National Park Community College,United States
nrao.edu,National Radio Astronomy Observatory,United States
ntu.edu,National Technological University,United States
nu.edu,National University,United States
nl.edu,National-Louis University,United States
nv.edu,Naugatuck Valley Community College,United States
nps.edu,Naval Postgraduate School,United States
navarrocollege.edu,Navarro College,United States
naz.edu,Nazareth College,United States
ncta.unl.edu,Nebraska College of Technical Agriculture,United States
thenicc.edu,Nebraska Indian Community College,United States
neosho.edu,Neosho County Community College,United States
neumann.edu,Neumann University,United States
nevada.edu,Nevada System of Higher Education,United States
newcollege.edu,New College of California,United States
ncf.edu,New College of Florida,United States
neit.edu,New England Institute of Technology,United States
nhc.edu,New Hampshire College,United States
njcu.edu,New Jersey City University,United States
njit.edu,New Jersey Institute of Technology,United States
nmhu.edu,New Mexico Highlands University,United States
nmt.edu,New Mexico Institute of Mining & Technology,United States
nmjc.edu,New Mexico Junior College,United States
nmmi.edu,New Mexico Military Institute,United States
nmsu.edu,New Mexico State University,United States
nmsua.edu,New Mexico State University-​Alamogordo,United States
cavern.nmsu.edu,New Mexico State University-​Carlsbad,United States
dabcc.nmsu.edu,New Mexico State University-​Dona Ana,United States
nr.edu,New River Community College,United States
newriver.edu,New River Community and Technical College,United States
nyit.edu,New York Institute of Technology,United States
nyu.edu,New York University,United States
newberry.edu,Newberry College,United States
niagaracc.suny.edu,Niagara County Community College,United States
niagara.edu,Niagara University,United States
nicholls.edu,Nicholls State University,United States
nicoletcollege.edu,Nicolet Area Technical College,United States
rcc.edu,Norco College,United States
nsu.edu,Norfolk State University,United States
normandale.edu,Normandale Community College,United States
na.edu,North American University,United States
northark.edu,North Arkansas College,United States
ncat.edu,North Carolina A&T State University,United States
nccu.edu,North Carolina Central University,United States
ncsu.edu,North Carolina State University,United States
ncwc.edu,North Carolina Wesleyan College,United States
ncbc.edu,North Central Bible College,United States
ncktc.edu,North Central Kansas Technical College,United States
ncmich.edu,North Central Michigan College,United States
ncmissouri.edu,North Central Missouri College,United States
ncstatecollege.edu,North Central State College,United States
nctc.edu,North Central Texas College,United States
nccc.edu,North Country Community College,United States
ndscs.edu,North Dakota State College of Science,United States
ndsu.edu,North Dakota State University,United States
ndus.edu,North Dakota University System,United States
nfcc.edu,North Florida Community College,United States
northgatech.edu,North Georgia Technical College,United States
nhcc.edu,North Hennepin Community College,United States
nic.edu,North Idaho College,United States
niacc.edu,North Iowa Area Community College,United States
northlakecollege.edu,North Lake College,United States
npcts.edu,North Park College and Theological Seminary,United States
northshore.edu,North Shore Community College,United States
nwacc.edu,NorthWest Arkansas Community College,United States
northampton.edu,Northampton Community College,United States
ntc.edu,Northcentral Technical College,United States
nacc.edu,Northeast Alabama Community College,United States
northeast.edu,Northeast Community College,United States
nicc.edu,Northeast Iowa Community College,United States
nemcc.edu,Northeast Mississippi Community College,United States
northeaststate.edu,Northeast State Community College,United States
ntcc.edu,Northeast Texas Community College,United States
nwtc.edu,Northeast Wisconsin Technical College,United States
njc.edu,Northeastern Junior College,United States
nlu.edu,Northeastern Louisiana University,United States
neo.edu,Northeastern Oklahoma A&M College,United States
nsuok.edu,Northeastern State University,United States
netc.edu,Northeastern Technical College,United States
neu.edu,Northeastern University,United States
northeastern.edu,Northeastern University,United States
nau.edu,Northern Arizona University,United States
necc.edu,Northern Essex Community College,United States
necc.mass.edu,Northern Essex Community College,United States
niu.edu,Northern Illinois University,United States
nku.edu,Northern Kentucky University,United States
nmcc.edu,Northern Maine Community College,United States
nmu.edu,Northern Michigan University,United States
noc.edu,Northern Oklahoma College,United States
northern.edu,Northern State University,United States
nvcc.edu,Northern Virginia Community College,United States
northland.edu,Northland College,United States
northlandcollege.edu,Northland Community and Technical College,United States
npc.edu,Northland Pioneer College,United States
northwestcollege.edu,Northwest College,United States
nwfsc.edu,Northwest Florida State College,United States
nwicc.edu,Northwest Iowa Community College,United States
nwktc.edu,Northwest Kansas Technical College,United States
northwestms.edu,Northwest Mississippi Community College,United States
nwmissouri.edu,Northwest Missouri State University,United States
nnc.edu,Northwest Nazarene College,United States
northweststate.edu,Northwest State Community College,United States
ntcmn.edu,Northwest Technical College,United States
alamo.edu,Northwest Vista College,United States
nwscc.edu,Northwest-​Shoals Community College,United States
nwciowa.edu,Northwestern College of Iowa,United States
northwesterncollege.edu,Northwestern College-​Chicago Campus,United States
nwcc.commnet.edu,Northwestern Connecticut Community College,United States
nsula.edu,Northwestern State University,United States
northwestern.edu,Northwestern University,United States
northwood.edu,Northwood University,United States
ncc.commnet.edu,Norwalk Community College,United States
norwich.edu,Norwich University,United States
nova.edu,Nova Southeastern University,United States
nunez.edu,Nunez Community College,United States
oaklandcc.edu,Oakland Community College,United States
