domain,name,country
una.py,Universidad Nacional de Asunción,Paraguay
une.edu.py,Universidad Nacional del Este,Paraguay
upe.edu.py,Universidad Privada del Este,Paraguay
unida.edu.py,Universidad de la Integración de las Americas (UNIDAD),Paraguay
ucsa.edu.py,Universidad del Cono Sur de las Américas,Paraguay
uninorte.edu.py,Universidad del Norte,Paraguay
pucp.edu.pe,Pontificia Universidad Católica del Perú,Peru
uap.edu.pe,Universidad Alas Peruanas,Peru
uancv.edu.pe,Universidad Andina Nestor Caceares Velasquez,Peru
uandina.edu.pe,Universidad Andina del Cusco,Peru
usat.edu.pe,Universidad Católica Santo Toribio de Mogrovejo,Peru
ucsm.edu.pe,Universidad Católica de Santa María,Peru
ucsur.edu.pe,Universidad Cientifica del Sur,Peru
ucv.edu.pe,Universidad César Vallejo,Peru
unife.edu.pe,Universidad Femenina del Sagrado Corazón,Peru
uladech.edu.pe,Universidad Los Angeles de Chimbote,Peru
champagnat.edu.pe,Universidad Marcelino Champagnat,Peru
lamolina.edu.pe,Universidad Nacional Agraria La Molina,Peru
unas.edu.pe,Universidad Nacional Agraria de la Selva,Peru
undac.edu.pe,Universidad Nacional Daniel Alcides Carrion,Peru
unfv.edu.pe,Universidad Nacional Federico Villarreal,Peru
unheval.edu.pe,Universidad Nacional Hermilio Valdizan,Peru
unjbg.edu.pe,Universidad Nacional Jorge Basadre Grohmann,Peru
unjfsc.edu.pe,Universidad Nacional José Faustino Sánchez Carrión,Peru
unmsm.edu.pe,Universidad Nacional Mayor de San Marcos,Peru
unprg.edu.pe,Universidad Nacional Pedro Ruíz Gallo,Peru
unica.edu.pe,Universidad Nacional San Luis Gonzaga,Peru
unasam.edu.pe,Universidad Nacional Santiago Antúnez de Mayolo,Peru
unc.edu.pe,Universidad Nacional de Cajamarca,Peru
une.edu.pe,Universidad Nacional de Educación Enrique Guzmán y Valle,Peru
uni.edu.pe,Universidad Nacional de Ingeniería,Peru
unitru.edu.pe,"Universidad Nacional de La Libertad, Trujillo",Peru
unp.edu.pe,Universidad Nacional de Piura,Peru
unsa.edu.pe,Universidad Nacional de San Agustin,Peru
unsaac.edu.pe,Universidad Nacional de San Antonio Abad,Peru
unsch.edu.pe,Universidad Nacional de San Cristóbal de Huamanga,Peru
unsm.edu.pe,Universidad Nacional de San Martín,Peru
uns.edu.pe,Universidad Nacional de Santa - Chimbote,Peru
untumbes.edu.pe,Universidad Nacional de Tumbes,Peru
unu.edu.pe,Universidad Nacional de Ucayali,Peru
unapiquitos.edu.pe,Universidad Nacional de la Amazonía Peruana,Peru
unap.edu.pe,Universidad Nacional del Altiplano,Peru
unac.edu.pe,Universidad Nacional del Callao,Peru
uncp.edu.pe,Universidad Nacional del Centro del Perú,Peru
uwiener.edu.pe,Universidad Norbert Wiener,Peru
uigv.edu.pe,Universidad Particular Inca Garcilaso de la Vega,Peru
udch.edu.pe,Universidad Particular de Chiclayo,Peru
upch.edu.pe,Universidad Peruana Cayetano Heredia,Peru
upeu.edu.pe,Universidad Peruana Union,Peru
upc.edu.pe,Universidad Peruana de Ciencias Aplicadas,Peru
upci.edu.pe,Universidad Peruana de Ciencias e Informática,Peru
upao.edu.pe,Universidad Privada Antenor Orrego,Peru
umb.edu.pe,Universidad Privada Juan Mejía Baca,Peru
upla.edu.pe,Universidad Privada Los Andes,Peru
upsjb.edu.pe,Universidad Privada San Juan Bautista,Peru
usanpedro.edu.pe,Universidad Privada San Pedro,Peru
upsb.edu.pe,Universidad Privada Sergio Bernales,Peru
upt.edu.pe,Universidad Privada de Tacna,Peru
upnorte.edu.pe,Universidad Privada del Norte,Peru
urp.edu.pe,Universidad Ricardo Palma,Peru
sil.edu.pe,Universidad San Ignacio de Loyola,Peru
usmp.edu.pe,Universidad San Martin de Porres,Peru
usp.edu.pe,Universidad San Pablo,Peru
uss.edu.pe,Universidad Señor de Sipán,Peru
utea.edu.pe,Universidad Tecnológica de los Andes de Apurímac,Peru
utp.edu.pe,Universidad Tecnológica del Peru,Peru
uch.edu.pe,Universidad de Ciencias y Humanidades,Peru
udh.edu.pe,Universidad de Huánuco,Peru
udl.edu.pe,Universidad de Lambayeque,Peru
ulima.edu.pe,Universidad de Lima,Peru
udep.edu.pe,Universidad de Piura,Peru
up.edu.pe,Universidad del Pacifico,Peru
adamson.edu.ph,Adamson University,Philippines
aup.edu.ph,Adventist University of the Philippines,Philippines
auf.edu.ph,Angeles University,Philippines
aquinas-university.edu,Aquinas University,Philippines
aupen.edu.ph,Araullo University,Philippines
arellano.edu.ph,Arellano University,Philippines
addu.edu.ph,Ateneo de Davao University,Philippines
admu.edu.ph,Ateneo de Manila University,Philippines
adnu.edu.ph,Ateneo de Naga University,Philippines
adzu.edu.ph,Ateneo de Zamboanga University,Philippines
bsu.edu.ph,Benguet State University,Philippines
bicol-u.edu.ph,Bicol University,Philippines
bulsu.edu.ph,Bulacan State University,Philippines
csu.edu.ph,Cagayan State University,Philippines
cu-cdo.edu.ph,Capitol University,Philippines
www2.mozcom.com,Central Luzon State University,Philippines
cmu.edu.ph,Central Mindanao University,Philippines
cpuic.edu,Central Philippine University,Philippines
ceu.edu.ph,Centro Escolar University,Philippines
letran.edu,Colegio de San Juan de Letran,Philippines
holyspirit.edu.ph,College of the Holy Spirit,Philippines
davaodoctors.edu.ph,Davao Doctors College,Philippines
dlsu.edu.ph,De La Salle University,Philippines
araneta.dlsu.edu.ph,"De La Salle University, Araneta",Philippines
dwc-legazpi.edu,Divine Word College of Legazpi,Philippines
dmmmsu.edu.ph,Don Mariano Marcos Memorial State University,Philippines
feu.edu.ph,Far Eastern University,Philippines
featiu.edu.ph,Feati University,Philippines
foundationu.com,Foundation University,Philippines
hau.edu.ph,Holy Angel University,Philippines
iacademy.ph,Information and Communications Technology Academy,Philippines
iubs.co.uk,"Irish University Business School, Cebu",Philippines
isu.edu.ph,Isabela State University,Philippines
lnu.evis.net.ph,Leyte Normal University,Philippines
lsu-visca.edu.ph,Leyte State University,Philippines
ldcu.edu.ph,Liceo de Cagayan University,Philippines
lpu.edu.ph,Lyceum of the Philippines University,Philippines
mcu.edu.ph,Manila Central University,Philippines
mlqu.edu.ph,Manuel L. Quezon University,Philippines
mseuf.edu.ph,Manuel S. Enverga University Foundation,Philippines
mymail.mapua.edu.ph,Mapúa University,Philippines
mapua.edu.ph,Mapúa University,Philippines
mmsu.edu.ph,Mariano Marcos State University,Philippines
msumain.edu.ph,Mindanao State University,Philippines
msuiit.edu.ph,Mindanao State University - Iligan Institute of Technology,Philippines
mu.fapenet.org,Misamis University,Philippines
mvc.edu.ph,Mountain View College,Philippines
nu.edu.ph,National University,Philippines
neu.edu.ph,New Era University,Philippines
nulaoag.com,Northwestern University of the Philippines,Philippines
ndu.fapenet.org,Notre Dame University,Philippines
ndmu.edu.ph,Notre Dame of Marbel University,Philippines
fatima.edu.ph,Our Lady of Fatima University,Philippines
psu.palawan.edu.ph,Palawan State University,Philippines
psu-online.edu.ph,Palawan State University,Philippines
psu.edu.ph,Pangasinan State University,Philippines
pcu.edu.ph,Philippine Christian University,Philippines
pma.ph,Philippine Military Academy,Philippines
pnumanila.com.ph,Philippine Normal University,Philippines
pwu.edu,Philippine Women's University,Philippines
pup.edu.ph,Polytechnic University of the Philippines,Philippines
rtu.edu.ph,Rizal Technological University,Philippines
slc-sflu.edu.ph,Saint Louis College,Philippines
slu.edu.ph,Saint Louis University,Philippines
smu.edu.ph,Saint Mary's University,Philippines
spu.edu.ph,Saint Paul University,Philippines
ssu.edu.ph,Samar State University,Philippines
sanbeda.edu.ph,San Beda College,Philippines
su.edu.ph,Silliman University,Philippines
swu.edu.ph,Southwestern University,Philippines
www2.mozcom.com,Tarlac State University,Philippines
tup.edu.ph,Technological University of the Philippines,Philippines
uap.edu.ph,University of Asia and the Pacific,Philippines
ubaguio.edu,University of Baguio,Philippines
ub.edu.ph,University of Batangas,Philippines
universityofbohol.com,University of Bohol,Philippines
ucv.edu.ph,University of Cagayan Valley,Philippines
universityofcebu.edu.ph,University of Cebu,Philippines
uep.educ.ph,University of Eastern Philippines,Philippines
univman.edu.ph,University of Manila,Philippines
umindanao.edu.ph,University of Mindanao,Philippines
uno-r.edu.ph,University of Negros Occidental-Recoletos,Philippines
unep.edu.ph,University of Northeastern Philippines,Philippines
unp.edu.ph,University of Northern Philippines,Philippines
unc.edu.ph,University of Nueva Caceres,Philippines
upang.edu.ph,University of Pangasinan,Philippines
uphr.edu.ph,University of Perpetual Help,Philippines
perpetualdalta.edu.ph,"University of Perpetual Help, System Dalta",Philippines
urc.edu.ph,University of Regina Carmeli,Philippines
usls.edu,University of Saint La Salle,Philippines
usa.edu.ph,University of San Agustin,Philippines
usc.edu.ph,University of San Carlos,Philippines
usjr.edu.ph,University of San Jose Recoletos,Philippines
ust.edu.ph,University of Santo Tomas,Philippines
usep.edu.ph,University of Southeastern Philippines,Philippines
usm.edu.ph,University of Southern Mindanao,Philippines
usp.ph,University of Southern Philippines Foundation,Philippines
ui.phinma.edu.ph,University of lloilo,Philippines
ua.edu.ph,University of the Assumption,Philippines
plm.edu.ph,University of the City of Manila,Philippines
uc-bcf.edu.ph,University of the Cordilleras,Philippines
ue.edu.ph,"University of the East, Coloocan",Philippines
ue.edu.ph,"University of the East, Manila",Philippines
uerm.edu.ph,"University of the East, Ramon Magsaysay Memorial Medical Center",Philippines
uic.globe.com.ph,University of the Immaculate Conception,Philippines
upb.edu.ph,University of the Philippines Baguio,Philippines
upd.edu.ph,University of the Philippines Diliman,Philippines
uplb.edu.ph,University of the Philippines Los Banos,Philippines
upm.edu.ph,University of the Philippines Manila,Philippines
upmin.edu.ph,University of the Philippines Mindanao,Philippines
upou.org,University of the Philippines Open University,Philippines
upv.edu.ph,University of the Philippines Visayas,Philippines
uphighschoolcebu.edu.ph,University of the Philippines Visayas - Cebu High School,Philippines
uv.edu.ph,University of the Visayas,Philippines
vmuf.edu.ph,Virgen Milagrosa University Foundation,Philippines
wesleyan.edu.ph,Wesleyan University Philippines,Philippines
wvsu.edu.ph,West Visayas State University,Philippines
wmsu.edu.ph,Western Mindanao State University,Philippines
xu.edu.ph,Xavier University,Philippines
agh.edu.pl,AGH University of Science and Technology,Poland
ae.krakow.pl,Academy of Economics in Cracow,Poland
ae.katowice.pl,Academy of Economics in Katowice,Poland
ae.poznan.pl,Academy of Economics in Poznan,Poland
ae.wroc.pl,Academy of Economics in Wroclaw,Poland
ahe.edu.pl,Academy of Humanities and Economics in Lodz,Poland
wsms.edu.pl,"Academy of International Economic and Political Relations, Gdynia",Poland
amu.edu.pl,Adam Mickiewicz University of Poznan,Poland
ar.krakow.pl,Agricultural University of Cracow,Poland
ar.lublin.pl,Agricultural University of Lublin,Poland
au.poznan.pl,Agricultural University of Poznan,Poland
ar.szczecin.pl,Agricultural University of Szczecin,Poland
sggw.waw.pl,Agricultural University of Warsaw,Poland
ar.wroc.pl,Agricultural University of Wroclaw,Poland
art.olsztyn.pl,Agricultural-Technical Academy in Olsztyn,Poland
ap.siedlce.pl,Akademia Podlaska,Poland
wsh.edu.pl,Aleksander Gieysztor School of Humanities in Pultusk,Poland
at.edu.pl,Aleksander Zelwerowicz State Theatre Academy,Poland
ksw.edu.pl,Andrzej Frycz Modrzewski Cracow College,Poland
uksw.edu.pl,Cardinal Stefan Wyszynski University in Warsaw,Poland
kul.lublin.pl,Catholic University of Lublin,Poland
qdnet.pl,Christian Theological Academy in Warszaw,Poland
wsinf.edu.pl,College of Computer Science in Lodz,Poland
collegium.edu.pl,Collegium Civitas,Poland
eas.edu.pl,European Academy of Arts in Warsaw,Poland
asp.krakow.pl,"Fine Arts Academy ""Jan Matejko"" in Cracow",Poland
asp.gda.pl,Fine Arts Academy in Gdansk,Poland
aspkat.edu.pl,Fine Arts Academy in Katowice,Poland
asp.poznan.pl,Fine Arts Academy in Poznan,Poland
asp.waw.pl,Fine Arts Academy in Warsaw,Poland
asp.wroc.pl,Fine Arts Academy in Wroclaw,Poland
asp.lodz.pl,Fine Arts Academy Wladyslaw Strzeminski in Lodz,Poland
ifg.com.pl,French Institute of Management,Poland
wsz.pl,Gdansk Management College,Poland
wsm.gdynia.pl,Gdynia Maritime Academy,Poland
wsb.toi.tarnow.pl,Higher School o Business in Tarnow,Poland
wsb-nlu.edu.pl,Higher School o Business/National Louis University(WSB/NLU) in Nowy Sacz,Poland
uj.edu.pl,Jagiellonian University Cracow,Poland
tyszkiewicz.edu.pl,Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala,Poland
gwsh.pl,Katowice School of Economics,Poland
lazarski.pl,Lazarski School of Commerce and Law,Poland
wspiz.edu.pl,Leon Kozminski Academy of Entrepreneurship and Mangement in Warsaw,Poland
pwst.krakow.pl,Ludwik Solski State Academy of Theatre in Cracow,Poland
umcs.lublin.pl,Maria Curie-Sklodowska University Lublin,Poland
wsps.waw.pl,Maria Grzegorzewska College for Special Education,Poland
wsm.szczecin.pl,Maritime University in Szczecin,Poland
amb.edu.pl,Medical Academy in Bialystok,Poland
amg.gda.pl,Medical Academy in Gdansk,Poland
am.lodz.pl,Medical Academy in Lodz,Poland
am.lublin.pl,Medical Academy in Lublin,Poland
amwaw.edu.pl,Medical Academy in Warszawa,Poland
am.wroc.pl,Medical Academy in Wroclaw,Poland
usoms.poznan.pl,Medical Academy Karol Marcinkowski in Poznan,Poland
amb.bydgoszcz.pl,Medical Academy Ludwik Rydygier in Bydgoszcz,Poland
amuz.bydgoszcz.pl,"Music Academy ""Felix Nowowiejski"" in Bydgoszcz",Poland
chopin.edu.pl,"Music Academy ""Fryderyk Chopin"" in Warszaw",Poland
amuz.poznan.pl,"Music Academy ""Ignacy Jana Paderewski"" in Poznan",Poland
amuz.wroc.pl,"Music Academy ""Karol Lipinski"" in Wroclaw",Poland
am.katowice.pl,"Music Academy ""Karol Szymanowski"" in Katowice",Poland
amuz.gda.pl,"Music Academy ""Stanislaw Moniuszko"" in Gdansk",Poland
amuz.krakow.pl,Music Academy in Cracow,Poland
amuz.lodz.pl,Music Academy in Lodz,Poland
uni.torun.pl,Nicolaus Copernicus University of Torun,Poland
wlodkowic.pl,Pawel Wlodkowic University College in Plock,Poland
wsp.bydgoszcz.pl,Pedagogical University of Bydgoszcz,Poland
wsp.czest.pl,Pedagogical University of Czestochowa,Poland
pu.kielce.pl,Pedagogical University of Kielce,Poland
wsp.krakow.pl,Pedagogical University of Krakow,Poland
univ.rzeszow.pl,Pedagogical University of Rzeszow,Poland
wsp.slupsk.pl,Pedagogical University of Slupsk,Poland
wsp.zgora.pl,Pedagogical University of Zielona Gora,Poland
wsptwpwaw.edu.pl,Pedagogical University of the Polish Association for Adult Education in Warsaw,Poland
awf.poznan.pl,"Physical Education Academy ""Eugeniusz Piasecki"" in Poznan",Poland
awf.gda.pl,"Physical Education Academy ""Jedrzej Sniadecki"" in Gdansk",Poland
awf.edu.pl,"Physical Education Academy ""Jozef Pilsudski"" in Warsaw",Poland
awf.katowice.pl,Physical Education Academy in Katowice,Poland
awf.wroc.pl,Physical Education Academy in Wroclaw,Poland
wsz-pou.edu.pl,Polish Open University in Warsaw (WSZ/POU),Poland
pjwstk.edu.pl,Polish-Japanese Institute of Information Technology in Warsaw,Poland
ap.edu.pl,Polonia University in Czêstochowa,Poland
pam.szczecin.pl,Pomeranian Academy of Medicine in Szczecin,Poland
wsb.poznan.pl,Poznan School of Banking,Poland
puls.edu.pl,Poznan University of Life Sciences,Poland
wship.edu.pl,Ryszard Lazarski University of Commerce and Law in Warsaw,Poland
wszib.krakow.pl,School of Banking and Management in Cracow,Poland
slam.katowice.pl,Silesian Academy of Medicine in Katowice,Poland
gallus.pl,Silesian School of Economics and Languages,Poland
polsl.gliwice.pl,Silesian Technical University of Gliwice,Poland
polsl.pl,Silesian Technical University of Gliwice,Poland
pwsz.pila.pl,Staszic Pila College,Poland
filmowka.lodz.pl,"State Film, Television and Theatre Higher School Leon Schiller in Lodz",Poland
nkrriwf.pl,"Teacher Training College of Revalidation, Rehabilitation and Physical Education",Poland
pb.bialystok.pl,Technical University of Bialystok,Poland
pk.edu.pl,Technical University of Cracow,Poland
pcz.czest.pl,Technical University of Czestochowa,Poland
pg.gda.pl,Technical University of Gdansk,Poland
tu.kielce.pl,Technical University of Kielce,Poland
tu.koszalin.pl,Technical University of Koszalin,Poland
p.lodz.pl,Technical University of Lodz,Poland
pol.lublin.pl,Technical University of Lublin,Poland
po.opole.pl,Technical University of Opole,Poland
put.poznan.pl,Technical University of Poznan,Poland
man.radom.pl,Technical University of Radom,Poland
prz.rzeszow.pl,Technical University of Rzeszow,Poland
tuniv.szczecin.pl,Technical University of Szczecin,Poland
pwr.wroc.pl,Technical University of Wroclaw,Poland
pwr.edu.pl,Technical University of Wroclaw,Poland
pz.zgora.pl,Technical University of Zielona Gora,Poland
awf.krakow.pl,University School of Physical Education,Poland
ub.edu.pl,University of Bialystok,Poland
wsei.lublin.pl,University of Economics and Innovation Lublin,Poland
wsfiz.edu.pl,University of Finance and Management in Bialystok,Poland
univ.gda.pl,University of Gdansk,Poland
wsiz.rzeszow.pl,University of Information Technology and Management in Rzeszow,Poland
wsub.waw.pl,University of Insurance and Banking in Warsaw,Poland
uni.lodz.pl,University of Lodz,Poland
dswe.wroc.pl,University of Lower Silesia of the Association for the Advancement of Education in Wroclaw.,Poland
wszim.edu.pl,University of Management and Marketing,Poland
uni.opole.pl,University of Opole,Poland
us.edu.pl,University of Silesia,Poland
univ.szczecin.pl,University of Szczecin,Poland
utp.edu.pl,University of Technology and Life Sciences,Poland
uwm.edu.pl,University of Wamia and Masuria in Olsztyn,Poland
uw.edu.pl,University of Warsaw,Poland
uni.wroc.pl,University of Wroclaw,Poland
vistula.edu.pl,Vistula University,Poland
pwsz.eu,Walcz College,Poland
sgh.waw.pl,Warsaw School of Economics,Poland
wsisiz.edu.pl,Warsaw School of Information Technology,Poland
swps.edu.pl,Warsaw School of Social Psychology,Poland
pw.edu.pl,Warsaw University of Technology,Poland
zpsb.szczecin.pl,West Pomeranian Business School in Szczecin,Poland
zut.edu.pl,Zachodniopomorska School of Science and Engineering,Poland
oml.pt,Academia Nacional Superior de Orquesta,Portugal
enautica.pt,Escola Nautica Infante D. Henrique,Portugal
esad.pt,Escola Superior de Artes e Design,Portugal
eshte.pt,Escola Superior de Hotelaria e Turismo do Estoril,Portugal
europeanuniversity.pt,European University Portugal,Portugal
iscte.pt,ISCTE - Instituto Universitário de Lisboa,Portugal
iscte-iul.pt,ISCTE - Instituto Universitário de Lisboa,Portugal
ipiaget.org,Instituto Piaget,Portugal
ipp.pt,Instituto Politecnico do Porto,Portugal
ipg.pt,Instituto Politécnico da Guarda,Portugal
ipbeja.pt,Instituto Politécnico de Beja,Portugal
ipb.pt,Instituto Politécnico de Bragança,Portugal
ipcb.pt,Instituto Politécnico de Castelo Branco,Portugal
ipc.pt,Instituto Politécnico de Coimbra,Portugal
ipleiria.pt,Instituto Politécnico de Leiria,Portugal
my.ipleiria.pt,Instituto Politécnico de Leiria,Portugal
ipl.pt,Instituto Politécnico de Lisboa,Portugal
ipportalegre.pt,Instituto Politécnico de Portalegre,Portugal
ipsantarem.pt,Instituto Politécnico de Santarém,Portugal
ips.pt,Instituto Politécnico de Setúbal,Portugal
ipt.pt,Instituto Politécnico de Tomar,Portugal
ipvc.pt,Instituto Politécnico de Viana do Castelo,Portugal
ipca.pt,Instituto Politécnico do Cávado e do Ave,Portugal
isbb.pt,Instituto Superior Bissaya Barreto,Portugal
inuaf-studia.pt,Instituto Superior D. Afonso III - INUAF,Portugal
inp.pt,Instituto Superior Novas Profissões - INP,Portugal
ispgaya.pt,Instituto Superior Politécnico Gaya,Portugal
isai.pt,Instituto Superior de Assistentes e Intérpretes,Portugal
pedago.pt,Instituto Superior de Ciências Educativas,Portugal
iscet.pt,Instituto Superior de Ciências Empresariais e de Turismo,Portugal
isvouga.com,Instituto Superior de Entre Douro e Vouga,Portugal
isg.pt,Instituto Superior de Gestão - ISG,Portugal
cocite.pt,Instituto Superior de Informática e Gestão,Portugal
isla.pt,Instituto Superior de Línguas e Administração,Portugal
ispab.pt,Instituto Superior de Paços de Brandão,Portugal
ispa.pt,Instituto Superior de Psicologia Aplicada,Portugal
isave.edu.pt,Instituto Superior de Saúde do Alto Ave,Portugal
istec.pt,Instituto Superior de Tecnologias Avançadas - ISTEC,Portugal
istp.pt,Instituto Superior de Transportes e Comunicações,Portugal
iade.pt,"Instituto de Artes Visuais, Design e Marketing - IADE",Portugal
novasbe.unl.pt,Nova School of Business and Economics,Portugal
novasbe.unl.pt,Nova School of Business and Economics,Portugal
univ-ab.pt,Universidade Aberta Lisboa,Portugal
uatla.pt,Universidade Atlântica,Portugal
universidade-autonoma.pt,Universidade Autónoma de Lisboa Luís de Camoes,Portugal
ucp.pt,Universidade Catolica Portuguesa,Portugal
ufp.pt,Universidade Fernando Pessoa,Portugal
uni.pt,Universidade Independente,Portugal
uinternacional.pt,Universidade Internacional Lisboa,Portugal
ulusiada.pt,Universidade Lusiada,Portugal
ulusofona.pt,Universidade Lusófona de Humanidades e Technologias,Portugal
umoderna.pt,Universidade Moderna de Lisboa,Portugal
unl.pt,Universidade Nova de Lisboa,Portugal
uportu.pt,Universidade Portucalense Infante D. Henrique,Portugal
utl.pt,Universidade Tecnica de Lisboa,Portugal
ubi.pt,Universidade da Beira Interior,Portugal
uma.pt,Universidade da Madeira,Portugal
ua.pt,Universidade de Aveiro,Portugal
uc.pt,Universidade de Coimbra,Portugal
uevora.pt,Universidade de Evora,Portugal
ul.pt,Universidade de Lisboa,Portugal
campus.ul.pt,Universidade de Lisboa,Portugal
utad.pt,Universidade de Tras-os-Montes e Alto Douro,Portugal
ualg.pt,Universidade do Algarve,Portugal
uminho.pt,Universidade do Minho,Portugal
up.pt,Universidade do Porto,Portugal
uac.pt,Universidade dos Acores,Portugal
caribbean.edu,Caribbean University,Puerto Rico
ceaprc.org,Centro de Estudios Avanzados de Puerto Rico y el Caribe,Puerto Rico
pucpr.edu,Pontificia Universidad Catolica de Puerto Rico,Puerto Rico
sanjuanbautista.edu,San Juan Bautista School of Medicine,Puerto Rico
suagm.edu,Sistema Universitario Ana G. Méndez,Puerto Rico
ucb.edu.pr,Universidad Central de Bayamón,Puerto Rico
uccaribe.edu,Universidad Central del Caribe,Puerto Rico
inter.edu,Universidad Interamericana de Puerto Rico,Puerto Rico
bayamon.inter.edu,"Universidad Interamericana de Puerto Rico, Bayamón",Puerto Rico
sg.inter.edu,"Universidad Interamericana de Puerto Rico, San Germán",Puerto Rico
suagm.edu,Universidad Metropolitana,Puerto Rico
upr.clu.edu,Universidad de Puerto Rico,Puerto Rico
uprag.edu,"Universidad de Puerto Rico, Aguadilla",Puerto Rico
upra.edu,"Universidad de Puerto Rico, Arecibo",Puerto Rico
uprb.edu,"Universidad de Puerto Rico, Bayamon",Puerto Rico
uprc.edu,"Universidad de Puerto Rico, Carolina",Puerto Rico
cayey.upr.edu,"Universidad de Puerto Rico, Cayey",Puerto Rico
rcm.upr.edu,"Universidad de Puerto Rico, Ciencias Medicas",Puerto Rico
cuhupr.clu.edu,"Universidad de Puerto Rico, Humacao",Puerto Rico
uprm.edu,"Universidad de Puerto Rico, Mayaguez",Puerto Rico
upr-ponce.upr.edu,"Universidad de Puerto Rico, Ponce",Puerto Rico
uprrp.edu,"Universidad de Puerto Rico, Rio Pedras",Puerto Rico
uprutuado.edu,"Universidad de Puerto Rico, Utuado",Puerto Rico
sagrado.edu,Universidad del Sagrado Corazon,Puerto Rico
ut.pr,Universidad del Turabo,Puerto Rico
qatar.northwestern.edu,Northwestern University In Qatar,Qatar
oryxschool.qa,Oryx International,Qatar
qu.edu.qa,University of Qatar,Qatar
uab.ro,1 December University of Alba Iulia,Romania
aistedaab.ro,AISTEDA,Romania
mta.ro,Academia Tehnica Militara,Romania
ase.ro,Academia de Studii Economice din Bucuresti,Romania
arteiasi.ro,"Academy of Arts ""George Enescu"" Iasi",Romania
amgd.eu,"Academy of Music ""Georghe Dima"" Cluj-Napoca",Romania
ubbcluj.ro,Babes-Bolyai University of Cluj-Napoca,Romania
usab-tm.ro,Banat's University of Agricultural Sciences,Romania
univcb.ro,Constantin Brancoveanu University Pitesti,Romania
emanuel.ro,Emanuel University,Romania
iaim.ro,"Institute of Architecture ""Ion Mincu"" Bucharest",Romania
universitateamaritima.ro,Maritime University Constanta,Romania
anefs-edu.ro,National Academy for Physical Education and Sports Bucharest,Romania
snspa.ro,National School of Political and Administrative Studies Bucharest,Romania
unarte.ro,National University of Arts,Romania
unmb.ro,National University of Music,Romania
unatc.ro,National University of Theater and Film Arts,Romania
ubm.ro,North University of Baia Mare,Romania
oradeauniversity.co,Oradea University,Romania
upm.ro,Petru Maior University of Targu Mures,Romania
student.upt.ro,Polytechnic University of Timisoara,Romania
upt.ro,Polytechnic University of Timisoara,Romania
rau.ro,Romanian-American University,Romania
spiruharet.ro,Spiru Haret University,Romania
uat.ro,Targu-Mures University of Theatre,Romania
utcb.ro,Technical University of Civil Engineering Bucharest,Romania
utcluj.ro,Technical University of Cluj-Napoca,Romania
tuiasi.ro,Technical University of Iasi,Romania
utt.ro,Technical University of Timisoara,Romania
uvvg.ro,"Universitatea de Vest ""Vasile Goldiş""",Romania
uav.ro,"University ""Aurel Vlaicu"" Arad",Romania
upa.ro,"University ""Petre Andrei"" Iasi",Romania
utm.ro,"University ""Titu Maiorescu""",Romania
unitbv.ro,"University ""Transilvany"" of Brasov",Romania
ulbsibiu.ro,University Lucian Blaga of Sibiu,Romania
upg-ploiesti.ro,University Oil- Gas Ploiesti,Romania
pub.ro,University Politehnica of Bucharest,Romania
usab.ro,University of Agriculture and Veterinary Medicine Bucharest,Romania
usamvcluj.ro,University of Agriculture and Veterinary Medicine Cluj-Napoca,Romania
univagro-iasi.ro,University of Agriculture and Veterinary Medicine Iasi,Romania
usab-tm.ro,University of Agriculture and Veterinary Medicine Timisoara,Romania
uartdcluj.ro,University of Art and Design Cluj-Napoca,Romania
ub.ro,University of Bacau,Romania
unibuc.ro,University of Bucharest,Romania
univ-ovidius.ro,University of Constanta,Romania
ovidunivconstanta-edu.org,University of Constanta Medical School,Romania
central.ucv.ro,University of Craiova,Romania
ugal.ro,University of Galatzi,Romania
uaic.ro,University of Iasi,Romania
oradeauniversity.com,University of Medicine and Pharmacology of Oradea,Romania
univermed-cdgm.ro,University of Medicine and Pharmacy of Bucharest,Romania
umfcluj.ro,University of Medicine and Pharmacy of Cluj-Napoca,Romania
umfiasi.ro,University of Medicine and Pharmacy of Iasi,Romania
umftgm.ro,University of Medicine and Pharmacy of Targu Mures,Romania
umft.ro,University of Medicine and Pharmacy of Timisoara,Romania
uoradea.ro,University of Oradea,Romania
upet.ro,University of Petrosani,Romania
upit.ro,University of Pitesti,Romania
uem.ro,University of Resita,Romania
sibiu.ro,University of Sibiu,Romania
usv.ro,University of Suceava,Romania
utgjiu.ro,University of Targu Jiu,Romania
valahia.ro,Valahia University of Targoviste,Romania
uvt.ro,West University of Timisoara,Romania
spbau.ru,Academic University,Russian Federation
ame.ru,Academy of Management and Entrepreneurship,Russian Federation
adygnet.ru,Adygeja State University,Russian Federation
asmu.ru,Altai State Medical University,Russian Federation
astu.secna.ru,Altai State Technical University,Russian Federation
asu.ru,Altai State University,Russian Federation
amursu.ru,Amur State University,Russian Federation
agtu.ru,Arhangelsk State Technical University,Russian Federation
agma.astranet.ru,Astrahan State Medical Academy,Russian Federation
astu.org,Astrahan State Technical University,Russian Federation
aspu.ru,Astrakhan State University,Russian Federation
isea.ru,Baikal National University of Economics and Law,Russian Federation
voenmeh.ru,Baltic State Technical University,Russian Federation
bashedu.ru,Bashkir State Agrarian University,Russian Federation
